Date,Open,High,Low,Close,Adj Close,Volume,Company,SMA_20,EMA_20,RSI_14,BB_high,BB_low,IF_anomaly,Prophet_anomaly
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.232262,148676800,AAPL,42.27125055,41.43573221862278,20.905791615417726,47.063169084835934,37.47933201516406,-1,1
2018-12-26,37.075001,39.307499,36.68,39.2925,37.713367,234330000,AAPL,42.0531256,41.231614864468234,38.469452742338426,46.96879526775675,37.137455932243256,1,1
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.46862,212468400,AAPL,41.82700045,41.0226513535665,37.58285253606429,46.85929070581841,36.79471019418159,1,1
2018-12-28,39.375,39.630001,38.637501,39.057499,37.487812,169165600,AAPL,41.518125350000005,40.83549398656017,37.70412547804331,46.43274273243735,36.60350796756266,1,1
2018-12-31,39.6325,39.84,39.119999,39.435001,37.850143,140014000,AAPL,41.24550035,40.70211370212587,40.07086380916772,45.9840137677931,36.5069869322069,1,1
2019-01-02,38.7225,39.712502,38.557499,39.48,37.893337,148158800,AAPL,40.98725035,40.585721920971025,40.36172402843407,45.51481215341088,36.45968854658911,1,1
2019-01-03,35.994999,36.43,35.5,35.547501,34.118877,365248800,AAPL,40.454375299999995,40.10589135706902,27.706328361320075,44.90815804616137,36.00059255383862,-1,1
2019-01-04,36.1325,37.137501,35.950001,37.064999,35.575378,234428400,AAPL,40.0990002,39.81628256115768,36.040378248410576,44.44223603283304,35.75576436716696,1,1
2019-01-07,37.174999,37.2075,36.474998,36.982498,35.496201,219111200,AAPL,39.7641251,39.5463983172379,35.79875456524992,43.982292646246336,35.54595755375367,1,1
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.172874,164101200,AAPL,39.542375050000004,39.36936038226286,39.52961265432458,43.707267856970624,35.377482243029384,1,1
2019-01-09,37.822498,38.6325,37.407501,38.327499,36.787151,180396400,AAPL,39.338749899999996,39.27013548871402,42.78036574620156,43.319008395751865,35.35849140424813,1,1
2019-01-10,38.125,38.4925,37.715,38.450001,36.904724,143122800,AAPL,39.153374899999996,39.192027442169824,43.407483087503344,42.931457151513975,35.37529264848602,1,1
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.542393,108092800,AAPL,38.9432497,39.085405590534606,41.88408069981269,42.46206241522151,35.424436984778495,1,1
2019-01-14,37.712502,37.817501,37.305,37.5,35.992905,129756800,AAPL,38.681374749999996,38.93441458191226,39.61352694502132,41.78702401484856,35.57572548515143,1,1
2019-01-15,37.567501,38.3475,37.512501,38.267502,36.729568,114843600,AAPL,38.526249899999996,38.87089909792061,43.9966815310547,41.37884880959196,35.673650990408035,1,1
2019-01-16,38.27,38.970001,38.25,38.735001,37.17828,122278800,AAPL,38.4137499,38.85795642192817,46.54201988547635,41.037929685953166,35.78957011404683,1,1
2019-01-17,38.549999,39.415001,38.314999,38.965,37.399033,119284800,AAPL,38.286124799999996,38.8681510484112,47.79903425560333,40.51217214884599,36.060077451154,1,1
2019-01-18,39.375,39.470001,38.994999,39.205002,37.629391,135004000,AAPL,38.2352499,38.90023209141965,49.14289096214784,40.324242732971236,36.14625706702876,1,1
2019-01-22,39.102501,39.182499,38.154999,38.325001,36.784752,121576000,AAPL,38.19112495,38.84544817795111,44.608252912102806,40.23285461181995,36.14939528818005,1,1
2019-01-23,38.537498,38.785,37.924999,38.48,36.933517,92522400,AAPL,38.231,38.810643589574816,45.56109670217106,40.26256334407895,36.199436655921055,1,1
2019-01-24,38.5275,38.619999,37.935001,38.174999,36.640789,101766000,AAPL,38.304374949999996,38.750106009615315,43.95866976562158,40.2128117082541,36.39593819174589,1,1
2019-01-25,38.869999,39.532501,38.580002,39.439999,37.854946,134142000,AAPL,38.3117499,38.81581010393767,51.56715184413589,40.23647415931758,36.387025640682424,1,1
2019-01-28,38.947498,39.0825,38.415001,39.075001,37.504604,104768400,AAPL,38.31362505,38.840494951181704,49.47977000150009,40.24124477314433,36.38600532685567,1,1
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.115891,166348800,AAPL,38.29425,38.824257146307254,47.196832370552485,40.19922949385437,36.38927050614563,1,1
2019-01-30,40.8125,41.537498,40.057499,41.3125,39.652191,244439200,AAPL,38.388124950000005,39.06123265618275,60.12436751645748,40.65867574017305,36.11757415982696,1,1
2019-01-31,41.5275,42.25,41.139999,41.610001,39.937729,162958400,AAPL,38.494625,39.30397249845107,61.273889856057615,41.13047224130699,35.85877775869301,1,1
2019-02-01,41.740002,42.244999,41.482498,41.630001,39.956924,130672400,AAPL,38.79875,39.525499022408106,61.35454545118683,41.40772128673463,36.18977871326537,1,1
2019-02-04,41.852501,42.915001,41.82,42.8125,41.091904,125982000,AAPL,39.08612505000001,39.83854673455971,65.87938279490065,42.102290298134726,36.06995980186529,1,1
2019-02-05,43.215,43.77,43.087502,43.544998,41.79496,144406400,AAPL,39.41425005,40.19154209317308,68.3513889708879,42.84322205124259,35.98527804875741,1,1
2019-02-06,43.662498,43.892502,43.212502,43.560001,41.809361,112958400,AAPL,39.7078751,40.51234770334707,68.40188418393956,43.483335779997326,35.93241442000268,1,1
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.017509,126966800,AAPL,39.928250199999994,40.72402896969496,62.496952003629936,43.866708428140264,35.989791971859724,1,1
2019-02-08,42.247501,42.665001,42.105,42.602501,41.065712,95280000,AAPL,40.1358752,40.90293106781925,61.57752826116126,44.177199238122384,36.09455116187762,1,1
2019-02-11,42.762501,42.802502,42.3125,42.357498,40.829559,83973600,AAPL,40.350125199999994,41.041461251836466,59.82494212562162,44.38550674457615,36.31474365542384,1,1
2019-02-12,42.525002,42.75,42.424999,42.7225,41.181389,89134000,AAPL,40.6112502,41.20156018023299,61.57934916880035,44.54984752074832,36.67265287925168,1,1
2019-02-13,42.8475,43.119999,42.48,42.544998,41.010284,89960800,AAPL,40.825125,41.32950663925842,60.202516424388236,44.695373586396755,36.954876413603245,1,1
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.15971,87342800,AAPL,41.023375,41.46002991171,61.02208672616886,44.85102704877691,37.19572295122309,1,1
2019-02-15,42.8125,42.924999,42.4375,42.605,41.068127,98507200,AAPL,41.205375,41.569074682023334,60.20375955851997,44.969860384020784,37.44088961597921,1,1
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.191013,75891200,AAPL,41.381749799999994,41.679876902783015,60.96042666720837,45.08486206265232,37.67863753734767,1,1
2019-02-20,42.797501,43.330002,42.747501,43.0075,41.456104,104457600,AAPL,41.61587475,41.806317197756066,62.6116880742864,45.102083659152726,38.12966584084728,1,1
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.222355,68998800,AAPL,41.8301247,41.8976202265412,60.19386047680859,45.03440240531924,38.62584699468076,1,1
2019-02-22,42.895,43.25,42.845001,43.2425,41.682625,75652800,AAPL,42.08349975,42.025704014489655,63.20675190147233,44.865148895741775,39.30185060425823,1,1
2019-02-25,43.540001,43.967499,43.487499,43.557499,41.986256,87493600,AAPL,42.28937474999999,42.17158925120493,65.0842289248895,44.85938436520691,39.71936513479308,1,1
2019-02-26,43.427502,43.825001,43.2925,43.5825,42.010361,68280800,AAPL,42.5147497,42.30596170347113,65.23585397443063,44.67571448717395,40.35378491282606,1,1
2019-02-27,43.302502,43.75,43.182499,43.717499,42.140495,111341600,AAPL,42.76712475,42.440393826950064,66.09211826537546,44.089204247139,41.445045252861,1,1
2019-02-28,43.580002,43.727501,43.23,43.287498,41.726002,112861600,AAPL,42.86587465,42.52107041485958,60.94310028236778,44.02339746055533,41.708351839444674,1,1
2019-03-01,43.57,43.787498,43.2225,43.7425,42.164593,103544800,AAPL,42.9724996,42.63739704201581,64.12775139726676,44.03675248959231,41.90824671040769,1,1
2019-03-04,43.922501,44.4375,43.4925,43.962502,42.376656,109744800,AAPL,43.089124649999995,42.76359751420478,65.58879114454265,44.04504779338359,42.1332015066164,1,1
2019-03-05,43.985001,44.0,43.634998,43.8825,42.299545,78949600,AAPL,43.14262465,42.87015965570909,64.55907008452692,44.14906625578564,42.13618304421436,1,1
2019-03-06,43.6675,43.872501,43.485001,43.630001,42.056156,83241600,AAPL,43.1468748,42.942525498022505,61.2885786228272,44.16076765898763,42.13298194101237,1,1
2019-03-07,43.467499,43.610001,43.005001,43.125,41.56937,99185600,AAPL,43.12512475,42.95990402202036,55.25913680012688,44.1211405735469,42.12910892645309,1,1
2019-03-08,42.580002,43.267502,42.375,43.227501,41.668175,95997600,AAPL,43.14974975,42.98538944849461,56.2009882670961,44.13019802987295,42.169301470127046,1,1
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.111652,128044000,AAPL,43.2558746,43.151066453399885,67.09829180373778,44.418893974432805,42.09285522556719,1,1
2019-03-12,45.0,45.6675,44.842499,45.227501,43.596024,129870400,AAPL,43.39937475,43.34882212450466,69.812477685169,44.772797817468984,42.025951682531016,1,1
2019-03-13,45.5625,45.825001,45.23,45.427502,43.788811,124130000,AAPL,43.53462485,43.54679163645659,70.84342354859476,45.129663629170246,41.939586070829755,1,1
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.275585,94318000,AAPL,43.7039999,43.774001861555966,73.32095922199541,45.54342505591323,41.86457474408677,1,1
2019-03-15,46.212502,46.8325,45.935001,46.529999,44.85154,156171600,AAPL,43.895499799999996,44.03647777950302,75.92735841791456,46.04781192462467,41.743187675375324,1,1
2019-03-18,46.450001,47.0975,46.447498,47.005001,45.309406,104879200,AAPL,44.11549985,44.3191942766932,77.78538421847637,46.57305330610359,41.65794639389641,1,1
2019-03-19,47.087502,47.247501,46.48,46.6325,44.95034,126585600,AAPL,44.31049995,44.53950910748433,73.02526509737743,46.91280430599029,41.70819559400971,1,1
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.343136,124140800,AAPL,44.512125,44.77765119248582,74.83923306560312,47.29777586479018,41.72647413520981,1,1
2019-03-21,47.505001,49.0825,47.452499,48.772499,47.013145,204136800,AAPL,44.8125,45.15811288843955,80.76238011127168,48.04028835272798,41.58471164727202,1,1
2019-03-22,48.834999,49.422501,47.695,47.762501,46.039581,169630800,AAPL,45.03850005,45.4061498514453,70.36304193274299,48.424033204409604,41.6529668955904,1,1
2019-03-25,47.877499,47.994999,46.650002,47.185001,45.482914,175381200,AAPL,45.21987515,45.575564246545746,65.19388615902045,48.65688947578577,41.78286082421423,1,1
2019-03-26,47.915001,48.220001,46.145,46.697498,45.012997,199202000,AAPL,45.37562505,45.68241508020805,61.11243512993855,48.78392517341306,41.96732492658693,1,1
2019-03-27,47.1875,47.439999,46.637501,47.1175,45.417854,119393600,AAPL,45.545625099999995,45.81908983447395,63.24723183836501,48.94531022247933,42.14593997752066,1,1
2019-03-28,47.237499,47.389999,46.8825,47.18,45.478096,83121600,AAPL,45.740250200000006,45.94870032642881,63.567744490103095,49.04490629051933,42.43559410948068,1,1
2019-03-29,47.4575,47.52,47.134998,47.487499,45.774498,94256000,AAPL,45.92750015,46.09525258105464,65.17680405961754,49.182170056919404,42.6728302430806,1,1
2019-04-01,47.91,47.919998,47.095001,47.810001,46.085369,111448000,AAPL,46.1198751,46.25856195428753,66.83138054167513,49.341887213820534,42.89786298617947,1,1
2019-04-02,47.772499,48.615002,47.762501,48.505001,46.755295,91062800,AAPL,46.35100015,46.47250853006967,70.12561338846932,49.56102858457912,43.140971715420875,1,1
2019-04-03,48.3125,49.125,48.287498,48.837502,47.075802,93087200,AAPL,46.6113752,46.69774600339636,71.57988511645266,49.740092652776305,43.48265774722369,1,1
2019-04-04,48.697498,49.092499,48.285,48.922501,47.157726,76457200,AAPL,46.90125025,46.909627431644324,71.95571941548764,49.74555346986022,44.056947030139774,1,1
2019-04-05,49.112499,49.275002,48.982498,49.25,47.473423,74106400,AAPL,47.2023752,47.13252005720201,73.41452001623198,49.67854042706123,44.72620997293877,1,1
2019-04-08,49.105,50.057499,49.084999,50.025002,48.220463,103526800,AAPL,47.467375399999995,47.40799452794467,76.52631154745988,49.960658107577856,44.97409269242213,1,1
2019-04-09,50.080002,50.712502,49.807499,49.875,48.075878,143072800,AAPL,47.69975035,47.64294743004518,74.70372911283481,50.18095771088437,45.21854298911563,1,1
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.345772,86781200,AAPL,47.9361252,47.882190436707546,75.85948736053544,50.407142068155004,45.465108331844995,1,1
2019-04-11,50.212502,50.25,49.610001,49.737499,47.943333,83603200,AAPL,48.1263752,48.058886490354446,70.67438628359359,50.536194702848,45.716555697151996,1,1
2019-04-12,49.799999,50.035,49.052502,49.717499,47.924057,111042800,AAPL,48.2857502,48.21684958651117,70.4260507545875,50.6736949373854,45.897805462614606,1,1
2019-04-15,49.645,49.962502,49.502499,49.807499,48.010818,70146400,AAPL,48.4258751,48.36834000684344,70.92121610734199,50.825629316124385,46.02612088387561,1,1
2019-04-16,49.865002,50.342499,49.639999,49.8125,48.015629,102785600,AAPL,48.5848751,48.50587905381073,70.95032202368706,50.90845061428973,46.26129958571027,1,1
2019-04-17,49.884998,50.845001,49.6525,50.782501,48.950649,115627200,AAPL,48.7720001,48.72270019154304,75.97366255664548,51.16939969756542,46.37460050243458,1,1
2019-04-18,50.779999,51.037498,50.630001,50.965,49.126556,96783200,AAPL,48.881625150000005,48.93625255425323,76.78697248554116,51.462575340638445,46.300674959361565,1,1
2019-04-22,50.7075,51.235001,50.584999,51.1325,49.28801,77758000,AAPL,49.0501251,49.145418977657684,77.53850230683807,51.75392514797072,46.346325052029286,1,1
2019-04-23,51.107498,51.9375,50.974998,51.869999,49.998901,93292000,AAPL,49.284375,49.40490278930933,80.52774984475806,52.11026296973739,46.4584870302626,1,1
2019-04-24,51.84,52.119999,51.762501,51.790001,49.921795,70162400,AAPL,49.53900015,49.6320549998513,79.29501008074396,52.303697738743814,46.774302561256185,1,1
2019-04-25,51.7075,51.939999,51.279999,51.32,49.46875,74172800,AAPL,49.749125150000005,49.792811666532124,72.29294572094383,52.381348961258446,47.11690133874156,1,1
2019-04-26,51.224998,51.25,50.529999,51.075001,49.232586,74596400,AAPL,49.9438752,49.91492493638621,68.87854554110498,52.35393752519121,47.53381287480879,1,1
2019-04-29,51.099998,51.4925,50.965,51.1525,49.307293,88818800,AAPL,50.12712525,50.032789228158954,69.37133681804517,52.30874759638716,47.94550290361284,1,1
2019-04-30,50.764999,50.849998,49.7775,50.1675,48.35783,186139600,AAPL,50.2450002,50.04561882547715,57.014360864866276,52.150363974455075,48.339636425544924,1,1
2019-05-01,52.470001,53.827499,52.307499,52.630001,50.731499,259309200,AAPL,50.4512502,50.29175046114599,70.94731660791177,52.44934458791207,48.45315581208792,1,1
2019-05-02,52.459999,53.162498,52.032501,52.287498,50.401352,127985200,AAPL,50.62375,50.48182165532256,67.66228770995235,52.63045899858597,48.61704100141403,1,1
2019-05-03,52.7225,52.959999,52.557499,52.9375,51.027897,83569600,AAPL,50.82449995,50.715695783387076,70.45791552235417,52.911966600226,48.737033299774005,1,1
2019-05-06,51.072498,52.209999,50.875,52.119999,50.239891,129772400,AAPL,50.9679999,50.849438946874024,63.07259966098388,52.99654657493897,48.93945322506104,1,1
2019-05-07,51.470001,51.855,50.2075,50.715,48.885571,155054800,AAPL,51.0024998,50.836635237647926,52.8244259969767,52.98875089742073,49.016248702579276,1,1
2019-05-08,50.474998,51.334999,50.4375,50.724998,48.89521,105358000,AAPL,51.0449997,50.82600311977669,52.883094405264295,52.968309021457586,49.12169037854241,1,1
2019-05-09,50.099998,50.419998,49.165001,50.18,48.369869,139634400,AAPL,51.04624975,50.76447901313129,49.28503259135205,52.96727477391446,49.12522472608554,1,1
2019-05-10,49.355,49.712502,48.192501,49.294998,47.699776,164834800,AAPL,51.0241247,50.62452844045212,44.0444779417336,53.01389601962596,49.03435338037404,1,1
2019-05-13,46.927502,47.369999,45.712502,46.43,44.927498,229722400,AAPL,50.859749750000006,50.22504954136144,32.13274820139864,53.6401913723877,48.079308127612315,1,1
2019-05-14,46.602501,47.424999,46.352501,47.165001,45.638718,146118800,AAPL,50.72762485,49.93361634694607,36.85117203986659,53.91663958744729,47.5386101125527,1,1
2019-05-15,46.567501,47.9375,46.505001,47.73,46.185425,106178800,AAPL,50.62349985,49.72374812342739,40.28788733516384,54.05221785870326,47.194781841296745,1,1
2019-05-16,47.477501,48.1175,47.209999,47.52,45.982231,132125600,AAPL,50.4603748,49.513867349767644,39.42897266255523,54.144252382942426,46.77649721705757,1,1
2019-05-17,46.732498,47.724998,46.689999,47.25,45.720959,131516400,AAPL,50.274624800000005,49.29826093550406,38.29843329754903,54.20442298170167,46.34482661829834,1,1
2019-05-20,45.880001,46.087502,45.07,45.772499,44.291267,154449200,AAPL,50.00662475,48.962474084503675,32.76244421907492,54.372704801230825,45.640544698769176,1,1
2019-05-21,46.305,47.0,46.174999,46.650002,45.140381,113459200,AAPL,49.7456249,48.74223864788428,38.45266333850637,54.256624995877466,45.23462480412254,1,1
2019-05-22,46.165001,46.427502,45.637501,45.695,44.216278,118994400,AAPL,49.44087485,48.45202544332387,34.98280273011946,54.176194182585306,44.705555517414695,1,1
2019-05-23,44.950001,45.134998,44.452499,44.915001,43.461521,146118800,AAPL,49.1206249,48.115165972531116,32.41036992579204,54.160812755130635,44.08043704486937,1,1
2019-05-24,45.049999,45.535,44.654999,44.7425,43.294601,94858800,AAPL,48.80399985,47.79395968943292,31.8525223858271,54.10231715512679,43.5056825448732,1,1
2019-05-28,44.73,45.147499,44.477501,44.557499,43.115585,111792800,AAPL,48.4742498,47.48572533805836,31.23166224957079,53.96430345973832,42.98419614026169,1,1
2019-05-29,44.105,44.837502,44.0,44.345001,42.909969,113924800,AAPL,48.18312485,47.186608734433754,30.4963641138189,53.89612704877923,42.47012265122077,1,1
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.132523,84873600,AAPL,47.78037485,46.937884188297204,32.35278297673915,53.315565354215394,42.24518434578461,1,1
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.351162,108174400,AAPL,47.35437505,46.63594302750699,29.38524301670219,52.74605646526892,41.96269363473108,1,1
2019-06-03,43.900002,44.48,42.567501,43.325001,41.922974,161584400,AAPL,46.8737501,46.32061521536347,27.876286261637105,51.889638986230075,41.85786121376993,1,1
2019-06-04,43.860001,44.9575,43.630001,44.91,43.456684,123872000,AAPL,46.51325015,46.18627090913837,39.80073051205101,50.97485724275324,42.05164305724676,1,1
2019-06-05,46.07,46.247501,45.285,45.634998,44.158222,119093600,AAPL,46.25925005,46.13376872731567,44.33429965093134,50.293007436644224,42.22549266335577,1,1
2019-06-06,45.77,46.3675,45.537498,46.305,44.806545,90105200,AAPL,46.038250149999996,46.150076467571324,48.21555588191053,49.5149831699637,42.56151713003629,1,1
2019-06-07,46.627499,47.98,46.442501,47.537498,45.999161,122737600,AAPL,45.90612505,46.282211851612146,54.5003048031956,48.9122146666044,42.9000354333956,1,1
2019-06-10,47.952499,48.842499,47.904999,48.145,46.586998,104883600,AAPL,45.84862515,46.45962024669671,57.254085780352746,48.62872767745396,43.068522622546034,1,1
2019-06-11,48.715,49.0,48.400002,48.702499,47.126461,107731600,AAPL,45.9622501,46.6732277470113,59.66658387665831,49.00176443508812,42.92273576491188,1,1
2019-06-12,48.487499,48.9925,48.3475,48.547501,46.976475,73012800,AAPL,46.0313751,46.851729961581654,58.6750837532661,49.2355780942571,42.827172105742896,1,1
2019-06-13,48.674999,49.197498,48.400002,48.537498,46.966797,86698400,AAPL,46.071749999999994,47.01227929857387,58.607397123453886,49.37923565922923,42.76426434077076,1,1
2019-06-14,47.887501,48.397499,47.575001,48.185001,46.625706,75046000,AAPL,46.10500005,47.12396707966207,56.149276574111816,49.48267964818679,42.72732045181321,1,1
2019-06-17,48.224998,48.740002,48.0425,48.4725,46.903904,58676400,AAPL,46.16612505,47.25239878636092,57.70732687975158,49.666493692165744,42.66575640783425,1,1
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.007008,106204000,AAPL,46.35812505,47.47717023527893,63.2788484984154,50.159392604153126,42.55685749584687,1,1
2019-06-19,49.919998,49.970001,49.327499,49.467499,47.866699,84496800,AAPL,46.4989999,47.66672535572856,62.157221404273834,50.53469748111367,42.463302318886335,1,1
2019-06-20,50.092499,50.1525,49.5075,49.865002,48.251347,86056000,AAPL,46.707499999999996,47.876085036135365,64.03904221107112,50.979464028290444,42.43553597170955,1,1
2019-06-21,49.700001,50.212502,49.537498,49.695,48.08683,191202400,AAPL,46.946499949999996,48.049315032693904,62.605191613190655,51.32412641551843,42.568873484481564,1,1
2019-06-24,49.634998,50.040001,49.5425,49.645,48.038456,72881600,AAPL,47.19162495,48.2012850295802,62.16433130766511,51.597090391602904,42.78615950839709,1,1
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.31031,84281200,AAPL,47.4083751,48.26711521723923,55.79615670297497,51.69918806385756,43.11756213614244,1,1
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.333595,104270000,AAPL,47.6886251,48.42739005369264,61.729472254368545,51.87336355163687,43.503886648363135,1,1
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.319073,83598800,AAPL,47.956625100000004,48.57097204857906,61.60316264227606,51.993337851510596,43.91991234848941,1,1
2019-06-28,49.669998,49.875,49.262501,49.48,47.878796,124442400,AAPL,48.24225,48.65754613919058,57.743471921534834,51.837122355454014,44.64737764454598,1,1
2019-07-01,50.7925,51.122501,50.162498,50.387501,48.756927,109012000,AAPL,48.595375,48.82230374498195,62.755678968513166,51.512371917123424,45.67837808287657,1,1
2019-07-02,50.352501,50.782501,50.34,50.682499,49.042389,67740800,AAPL,48.883999949999996,48.99946519784081,64.24053007415482,51.400043095021125,46.36795680497887,1,1
2019-07-03,50.82,51.110001,50.672501,51.102501,49.448795,45448000,AAPL,49.1573751,49.19975432185597,66.30051069568229,51.37202718658318,46.942723013416824,1,1
2019-07-05,50.837502,51.27,50.724998,51.057499,49.405247,69062000,AAPL,49.39500005,49.37668238644112,65.86270964785626,51.33760315460154,47.45239694539846,1,1
2019-07-08,50.202499,50.349998,49.602501,50.005001,48.386814,101354400,AAPL,49.5183752,49.43652225439911,56.47072389222448,51.27825547152611,47.758494928473894,1,1
2019-07-09,49.799999,50.377499,49.702499,50.310001,48.681942,82312000,AAPL,49.626625250000004,49.5197107063611,58.32533637212665,51.29946973477943,47.95378076522058,1,1
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.163342,71588400,AAPL,49.731875249999995,49.64235721051719,61.2271880772444,51.42367580495822,48.04007469504177,1,1
2019-07-11,50.827499,51.0975,50.427502,50.4375,48.805305,80767200,AAPL,49.8263752,49.71808509522984,57.99294843898483,51.452874797389086,48.199875602610916,1,1
2019-07-12,50.612499,51.0,50.549999,50.825001,49.180279,70380800,AAPL,49.94075035,49.8235056575889,60.35491731020366,51.50931149031489,48.37218920968511,1,1
2019-07-15,51.022499,51.467499,51.0,51.302502,49.642315,67789600,AAPL,50.0966254,49.96436245210424,63.107711289157336,51.55180177463864,48.64144902536136,1,1
2019-07-16,51.147499,51.5275,50.875,51.125,49.470558,67467200,AAPL,50.2292504,50.07489936142765,61.4009487116016,51.544976404685805,48.91352439531419,1,1
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.192368,56430000,AAPL,50.290500550000004,50.14752818414882,58.634879885424155,51.59971639920384,48.98128470079617,1,1
2019-07-18,51.0,51.470001,50.924999,51.415001,49.751179,74162400,AAPL,50.38787565,50.26823988089655,62.30802346477075,51.72711141772578,49.048639882274216,1,1
2019-07-19,51.447498,51.625,50.59,50.647499,49.008522,83717200,AAPL,50.427000500000005,50.304359797001645,55.28213307985964,51.748450806294635,49.105550193705376,1,1
2019-07-22,50.912498,51.807499,50.9025,51.805,50.128555,89111600,AAPL,50.5325005,50.44727791157292,62.204088000132906,51.93760600849614,49.127394991503856,1,1
2019-07-23,52.115002,52.227501,51.822498,52.209999,50.520458,73420800,AAPL,50.66075045,50.615156110470735,64.28709226234659,52.18186783774712,49.139633062252884,1,1
2019-07-24,51.9175,52.287498,51.7925,52.1675,50.479328,59966400,AAPL,50.82450035,50.762998385664,63.889184767268965,52.25112584865274,49.39787485134726,1,1
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.080177,55638400,AAPL,50.91475035,50.85747482512457,60.00689149894683,52.33703602197529,49.49246467802471,1,1
2019-07-26,51.869999,52.432499,51.785,51.935001,50.25436,70475600,AAPL,51.01475035,50.960096365588896,61.11722273670832,52.42864463625559,49.60085606374441,1,1
2019-07-29,52.115002,52.66,52.110001,52.419998,50.72366,86693600,AAPL,51.16175025,51.099134616485195,64.01608165748405,52.5169305459412,49.806569954058794,1,1
2019-07-30,52.189999,52.540001,51.827499,52.195,50.505936,135742800,AAPL,51.2521252,51.20350274824851,61.717283228651844,52.629612672577224,49.87463772742278,1,1
2019-07-31,54.105,55.342499,52.825001,53.259998,51.536472,277125600,AAPL,51.38100015,51.39935943889151,67.64062447713647,52.98488685448005,49.777113445519944,1,1
2019-08-01,53.474998,54.5075,51.685001,52.107498,50.421272,216071600,AAPL,51.43125,51.466801206616125,57.30708412447519,53.059868998111156,49.80263100188884,1,1
